sr_id,subscriber_id,circle,circle_code,product,sr_category,sr_subcategory,channel,raised_date,sla_days,resolution_days,resolved_date,sla_breach_flag,reopened_flag,status,csat_score
SR300012072,JIO10052697,Punjab,PB,Wireless,Network,Call drop,Web,2026-06-10 00:00:00,3,1.7,2026-06-11 16:48:00,FALSE,FALSE,Closed,5
SR300004667,JIO10019942,West Bengal,WB,JioAirFiber,Provisioning,Engineer no-show,Call centre,2026-06-13 00:00:00,7,22.5,2026-07-05 12:00:00,TRUE,FALSE,Closed,3
SR300007857,JIO10050157,Haryana,HR,JioFiber,Provisioning,Relocation pending,MyJio app,2026-06-30 00:00:00,7,24.7,2026-07-24 16:48:00,TRUE,FALSE,Closed,1
SR300009047,JIO10022018,Delhi NCR,DL,Wireless,Billing,Recharge not credited,Call centre,2026-04-14 00:00:00,5,2.9,2026-04-16 21:36:00,FALSE,FALSE,Closed,1
SR300012889,JIO10052904,Rajasthan,RJ,Wireless,Network,Call drop,Call centre,2026-07-27 00:00:00,3,2.1,2026-07-29 02:24:00,FALSE,FALSE,Closed,2
SR300008700,JIO10020223,Rajasthan,RJ,Wireless,Provisioning,Activation failure,Web,2026-07-08 00:00:00,7,15.4,2026-07-23 09:36:00,TRUE,FALSE,Closed,5
SR300013707,JIO10062404,Assam,AS,Wireless,Billing,Recharge not credited,Call centre,2026-06-07 00:00:00,5,,,TRUE,FALSE,Open,
SR300003071,JIO10001725,Karnataka,KA,Wireless,Network,Slow data,MyJio app,2026-07-08 00:00:00,3,5.2,2026-07-13 04:48:00,TRUE,TRUE,Closed,4
SR300002348,JIO10008380,Bihar & Jharkhand,BH,Wireless,Billing,Refund pending,Call centre,2026-06-01 00:00:00,5,9.2,2026-06-10 04:48:00,TRUE,FALSE,Closed,3
SR300007082,JIO10047301,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,MyJio app,2026-08-06 00:00:00,5,2.2,2026-08-08 04:48:00,FALSE,FALSE,Closed,5
SR300006793,JIO10031415,Andhra Pradesh & Telangana,AP,Wireless,Billing,Plan mismatch,MyJio app,2026-07-09 00:00:00,5,3.4,2026-07-12 09:36:00,FALSE,FALSE,Closed,4
SR300013462,JIO10061170,Andhra Pradesh & Telangana,AP,Wireless,Service,Port-out enquiry,WhatsApp,2026-03-28 00:00:00,4,10.5,2026-04-07 12:00:00,TRUE,FALSE,Closed,2
SR300006095,JIO10054317,Karnataka,KA,Wireless,Device,eSIM activation,Web,2026-03-30 00:00:00,4,7,2026-04-06 00:00:00,TRUE,FALSE,Closed,4
SR300001716,JIO10008895,Rajasthan,RJ,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-07-24 00:00:00,7,3.1,2026-07-27 02:24:00,FALSE,FALSE,Closed,3
SR300008638,JIO10037781,Tamil Nadu,TN,Wireless,Network,Call drop,MyJio app,2026-06-08 00:00:00,3,5.6,2026-06-13 14:24:00,TRUE,TRUE,Closed,3
SR300003480,JIO10031840,West Bengal,WB,Wireless,Billing,Refund pending,MyJio app,2026-07-08 00:00:00,5,8.6,2026-07-16 14:24:00,TRUE,FALSE,Closed,3
SR300008033,JIO10044885,Kerala,KL,Wireless,Device,eSIM activation,Call centre,2026-03-24 00:00:00,4,5.3,2026-03-29 07:12:00,TRUE,FALSE,Closed,5
SR300011557,JIO10039949,Andhra Pradesh & Telangana,AP,Wireless,Service,Plan change request,Call centre,2026-03-12 00:00:00,4,4.3,2026-03-16 07:12:00,TRUE,TRUE,Closed,1
SR300008452,JIO10017332,Mumbai,MU,Wireless,Device,eSIM activation,MyJio app,2026-04-26 00:00:00,4,3.1,2026-04-29 02:24:00,FALSE,TRUE,Closed,4
SR300013463,JIO10029671,Odisha,OR,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-05-03 00:00:00,7,4.9,2026-05-07 21:36:00,FALSE,FALSE,Closed,5
SR300004786,JIO10063947,Gujarat,GJ,Wireless,Network,Slow data,MyJio app,2026-06-27 00:00:00,3,3.2,2026-06-30 04:48:00,TRUE,FALSE,Closed,3
SR300005264,JIO10044018,Andhra Pradesh & Telangana,AP,Wireless,Network,Call drop,WhatsApp,2026-06-04 00:00:00,3,2.6,2026-06-06 14:24:00,FALSE,TRUE,Closed,5
SR300011422,JIO10062254,Delhi NCR,DL,Wireless,Billing,Refund pending,Retail store,2026-06-26 00:00:00,5,3.5,2026-06-29 12:00:00,FALSE,FALSE,Closed,5
SR300006177,JIO10061542,Maharashtra & Goa,MH,JioFiber,Provisioning,Installation delay,Retail store,2026-04-02 00:00:00,7,17,2026-04-19 00:00:00,TRUE,FALSE,Closed,1
SR300012521,JIO10030357,Bihar & Jharkhand,BH,Wireless,Service,Value added service,MyJio app,2026-04-16 00:00:00,4,7.9,2026-04-23 21:36:00,TRUE,FALSE,Closed,4
SR300007488,JIO10015799,Maharashtra & Goa,MH,Wireless,Device,SIM replacement,MyJio app,2026-07-08 00:00:00,4,1.6,2026-07-09 14:24:00,FALSE,TRUE,Closed,3
SR300006236,JIO10007950,Kerala,KL,Wireless,Network,Call drop,Retail store,2026-08-30 00:00:00,3,4.3,2026-09-03 07:12:00,TRUE,FALSE,Closed,4
SR300002113,JIO10040305,Haryana,HR,Wireless,Network,Slow data,MyJio app,2026-03-09 00:00:00,3,1.9,2026-03-10 21:36:00,FALSE,FALSE,Closed,4
SR300001997,JIO10043179,Uttar Pradesh East,UPE,Wireless,Service,Value added service,MyJio app,2026-08-20 00:00:00,4,2,2026-08-22 00:00:00,FALSE,FALSE,Closed,2
SR300010036,JIO10025605,Uttar Pradesh East,UPE,Wireless,Network,No coverage,MyJio app,2026-08-30 00:00:00,3,4.9,2026-09-03 21:36:00,TRUE,FALSE,Closed,4
SR300004355,JIO10025022,Bihar & Jharkhand,BH,Wireless,Billing,Recharge not credited,Call centre,2026-04-10 00:00:00,5,1.6,2026-04-11 14:24:00,FALSE,FALSE,Closed,2
SR300006090,JIO10018700,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Plan mismatch,Web,2026-07-20 00:00:00,5,6,2026-07-26 00:00:00,TRUE,TRUE,Closed,1
SR300001255,JIO10048027,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Call centre,2026-07-18 00:00:00,3,4.8,2026-07-22 19:12:00,TRUE,FALSE,Closed,1
SR300004843,JIO10016310,Rajasthan,RJ,JioFiber,Provisioning,Installation delay,MyJio app,2026-04-12 00:00:00,7,17.5,2026-04-29 12:00:00,TRUE,FALSE,Closed,3
SR300010238,JIO10009640,Bihar & Jharkhand,BH,Wireless,Billing,Incorrect charge,Call centre,2026-05-03 00:00:00,5,11.5,2026-05-14 12:00:00,TRUE,FALSE,Closed,4
SR300004240,JIO10008031,West Bengal,WB,Wireless,Device,eSIM activation,Call centre,2026-07-09 00:00:00,4,7.4,2026-07-16 09:36:00,TRUE,FALSE,Closed,2
SR300004025,JIO10047884,Bihar & Jharkhand,BH,Wireless,Billing,Incorrect charge,WhatsApp,2026-06-23 00:00:00,5,3.6,2026-06-26 14:24:00,FALSE,TRUE,Closed,5
SR300011405,JIO10060270,Uttar Pradesh East,UPE,JioAirFiber,Provisioning,Engineer no-show,Web,2026-05-12 00:00:00,7,,,TRUE,FALSE,Open,
SR300009491,JIO10036485,Maharashtra & Goa,MH,Wireless,Billing,Recharge not credited,Retail store,2026-05-10 00:00:00,5,2.8,2026-05-12 19:12:00,FALSE,FALSE,Closed,2
SR300006974,JIO10029301,Bihar & Jharkhand,BH,Wireless,Billing,Recharge not credited,Retail store,2026-07-12 00:00:00,5,3.4,2026-07-15 09:36:00,FALSE,FALSE,Closed,1
SR300002629,JIO10039219,Maharashtra & Goa,MH,JioFiber,Device,Router fault,Retail store,2026-07-02 00:00:00,4,10.9,2026-07-12 21:36:00,TRUE,FALSE,Closed,2
SR300002149,JIO10005370,Uttar Pradesh West,UPW,JioAirFiber,Provisioning,Installation delay,Web,2026-05-21 00:00:00,7,18.5,2026-06-08 12:00:00,TRUE,FALSE,Closed,2
SR300010813,JIO10049801,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,WhatsApp,2026-07-01 00:00:00,3,1.5,2026-07-02 12:00:00,FALSE,FALSE,Closed,5
SR300003686,JIO10025316,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,Call centre,2026-03-23 00:00:00,5,3,2026-03-26 00:00:00,FALSE,FALSE,Closed,2
SR300011186,JIO10035845,Uttar Pradesh East,UPE,Wireless,Service,Value added service,Call centre,2026-08-30 00:00:00,4,7.5,2026-09-06 12:00:00,TRUE,FALSE,Closed,4
SR300006329,JIO10050772,Uttar Pradesh East,UPE,Wireless,Billing,Incorrect charge,MyJio app,2026-04-18 00:00:00,5,4.9,2026-04-22 21:36:00,FALSE,FALSE,Closed,1
SR300011379,JIO10055088,Punjab,PB,Wireless,Network,5G not available,MyJio app,2026-03-18 00:00:00,3,7.4,2026-03-25 09:36:00,TRUE,FALSE,Closed,3
SR300004414,JIO10060225,Andhra Pradesh & Telangana,AP,Wireless,Billing,Refund pending,Retail store,2026-05-10 00:00:00,5,4.1,2026-05-14 02:24:00,FALSE,TRUE,Closed,4
SR300001111,JIO10056738,Kolkata,KO,JioFiber,Provisioning,Installation delay,Retail store,2026-07-21 00:00:00,7,,,TRUE,TRUE,Open,
SR300008975,JIO10056871,Gujarat,GJ,Wireless,Billing,Refund pending,Call centre,2026-08-05 00:00:00,5,4.1,2026-08-09 02:24:00,FALSE,FALSE,Closed,2
SR300012229,JIO10034438,Gujarat,GJ,Wireless,Billing,Plan mismatch,Call centre,2026-05-11 00:00:00,5,,,TRUE,FALSE,Open,
SR300002188,JIO10055143,Mumbai,MU,Wireless,Network,Slow data,Retail store,2026-08-22 00:00:00,3,6.4,2026-08-28 09:36:00,TRUE,FALSE,Closed,5
SR300007761,JIO10063856,Karnataka,KA,JioFiber,Provisioning,Engineer no-show,Call centre,2026-03-08 00:00:00,7,,,TRUE,FALSE,Open,
SR300010254,JIO10010789,Kolkata,KO,Wireless,Network,Call drop,MyJio app,2026-08-29 00:00:00,3,1.4,2026-08-30 09:36:00,FALSE,FALSE,Closed,3
SR300010071,JIO10055408,Rajasthan,RJ,Wireless,Device,eSIM activation,Call centre,2026-05-22 00:00:00,4,4.9,2026-05-26 21:36:00,TRUE,FALSE,Closed,1
SR300012346,JIO10054378,West Bengal,WB,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-04-06 00:00:00,7,14.9,2026-04-20 21:36:00,TRUE,FALSE,Closed,1
SR300011309,JIO10031883,Kerala,KL,Wireless,Network,Slow data,Call centre,2026-08-13 00:00:00,3,3.1,2026-08-16 02:24:00,TRUE,FALSE,Closed,5
SR300007496,JIO10011083,Tamil Nadu,TN,Wireless,Billing,Plan mismatch,Call centre,2026-06-23 00:00:00,5,3.5,2026-06-26 12:00:00,FALSE,FALSE,Closed,4
SR300001928,JIO10010386,Rajasthan,RJ,Wireless,Device,eSIM activation,MyJio app,2026-06-07 00:00:00,4,1.3,2026-06-08 07:12:00,FALSE,FALSE,Closed,5
SR300010366,JIO10021960,West Bengal,WB,Wireless,Billing,Incorrect charge,Retail store,2026-08-01 00:00:00,5,3.7,2026-08-04 16:48:00,FALSE,TRUE,Closed,1
SR300009717,JIO10036029,Karnataka,KA,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-05-05 00:00:00,7,7.9,2026-05-12 21:36:00,TRUE,FALSE,Closed,5
SR300003350,JIO10046222,Odisha,OR,Wireless,Service,Value added service,Retail store,2026-06-20 00:00:00,4,2.8,2026-06-22 19:12:00,FALSE,FALSE,Closed,1
SR300000290,JIO10021754,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,No coverage,MyJio app,2026-07-14 00:00:00,3,5.9,2026-07-19 21:36:00,TRUE,FALSE,Closed,3
SR300004457,JIO10011368,West Bengal,WB,Wireless,Network,5G not available,Web,2026-07-22 00:00:00,3,,,TRUE,FALSE,Open,
SR300009388,JIO10040096,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Provisioning,Installation delay,Web,2026-08-27 00:00:00,7,14.2,2026-09-10 04:48:00,TRUE,FALSE,Closed,5
SR300011477,JIO10053899,Odisha,OR,Wireless,Billing,Recharge not credited,MyJio app,2026-07-08 00:00:00,5,2.3,2026-07-10 07:12:00,FALSE,FALSE,Closed,3
SR300001039,JIO10000320,Tamil Nadu,TN,JioFiber,Provisioning,Engineer no-show,Call centre,2026-06-15 00:00:00,7,3.3,2026-06-18 07:12:00,FALSE,FALSE,Closed,4
SR300007933,JIO10051406,Kerala,KL,Wireless,Service,Plan change request,Call centre,2026-07-08 00:00:00,4,3.2,2026-07-11 04:48:00,FALSE,FALSE,Closed,3
SR300004926,JIO10036963,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Call centre,2026-06-29 00:00:00,3,1.7,2026-06-30 16:48:00,FALSE,TRUE,Closed,2
SR300011055,JIO10022946,Uttar Pradesh East,UPE,Wireless,Device,SIM replacement,Call centre,2026-05-19 00:00:00,4,13.4,2026-06-01 09:36:00,TRUE,FALSE,Closed,4
SR300005227,JIO10051892,Tamil Nadu,TN,Wireless,Network,5G not available,MyJio app,2026-07-27 00:00:00,3,8.7,2026-08-04 16:48:00,TRUE,FALSE,Closed,1
SR300003857,JIO10029822,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,MyJio app,2026-03-23 00:00:00,3,3,2026-03-26 00:00:00,FALSE,FALSE,Closed,5
SR300007552,JIO10045480,Karnataka,KA,JioFiber,Provisioning,Engineer no-show,Call centre,2026-03-09 00:00:00,7,5.1,2026-03-14 02:24:00,FALSE,FALSE,Closed,5
SR300005505,JIO10044573,Uttar Pradesh East,UPE,Wireless,Device,eSIM activation,WhatsApp,2026-06-03 00:00:00,4,13.6,2026-06-16 14:24:00,TRUE,TRUE,Closed,5
SR300004088,JIO10063650,Odisha,OR,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-03-23 00:00:00,7,2.9,2026-03-25 21:36:00,FALSE,FALSE,Closed,4
SR300010820,JIO10046010,Andhra Pradesh & Telangana,AP,Wireless,Device,eSIM activation,Web,2026-07-24 00:00:00,4,2,2026-07-26 00:00:00,FALSE,FALSE,Closed,5
SR300011163,JIO10063090,Haryana,HR,Wireless,Network,Slow data,Call centre,2026-06-02 00:00:00,3,8.6,2026-06-10 14:24:00,TRUE,FALSE,Closed,5
SR300010032,JIO10044553,Andhra Pradesh & Telangana,AP,Wireless,Device,eSIM activation,MyJio app,2026-07-17 00:00:00,4,9.4,2026-07-26 09:36:00,TRUE,FALSE,Closed,3
SR300003180,JIO10021151,Uttar Pradesh East,UPE,Wireless,Billing,Plan mismatch,MyJio app,2026-04-21 00:00:00,5,1.3,2026-04-22 07:12:00,FALSE,FALSE,Closed,1
SR300001161,JIO10022610,Rajasthan,RJ,Wireless,Service,Port-out enquiry,Call centre,2026-03-28 00:00:00,4,0.4,2026-03-28 09:36:00,FALSE,FALSE,Closed,2
SR300011545,JIO10013501,West Bengal,WB,Wireless,Billing,Plan mismatch,MyJio app,2026-03-16 00:00:00,5,6.4,2026-03-22 09:36:00,TRUE,FALSE,Closed,5
SR300007177,JIO10014361,Tamil Nadu,TN,Wireless,Device,eSIM activation,MyJio app,2026-07-04 00:00:00,4,8.7,2026-07-12 16:48:00,TRUE,FALSE,Closed,5
SR300010511,JIO10059063,Mumbai,MU,Wireless,Billing,Recharge not credited,MyJio app,2026-07-24 00:00:00,5,3.7,2026-07-27 16:48:00,FALSE,FALSE,Closed,3
SR300006981,JIO10043986,Andhra Pradesh & Telangana,AP,Wireless,Network,No coverage,MyJio app,2026-08-11 00:00:00,3,13.4,2026-08-24 09:36:00,TRUE,FALSE,Closed,3
SR300000208,JIO10013422,Mumbai,MU,JioAirFiber,Device,Router fault,WhatsApp,2026-07-10 00:00:00,4,,,TRUE,FALSE,Open,
SR300001839,JIO10058780,Rajasthan,RJ,Wireless,Network,Slow data,Web,2026-05-27 00:00:00,3,7.2,2026-06-03 04:48:00,TRUE,FALSE,Closed,2
SR300006232,JIO10057312,Tamil Nadu,TN,Wireless,Network,5G not available,MyJio app,2026-08-16 00:00:00,3,3.1,2026-08-19 02:24:00,TRUE,FALSE,Closed,1
SR300009037,JIO10024549,Kerala,KL,Wireless,Billing,Refund pending,Retail store,2026-07-25 00:00:00,5,2.2,2026-07-27 04:48:00,FALSE,FALSE,Closed,5
SR300010592,JIO10034420,Maharashtra & Goa,MH,Wireless,Network,Slow data,MyJio app,2026-03-19 00:00:00,3,2.8,2026-03-21 19:12:00,FALSE,FALSE,Closed,5
SR300008477,JIO10019785,Andhra Pradesh & Telangana,AP,Wireless,Network,No coverage,MyJio app,2026-03-07 00:00:00,3,4.4,2026-03-11 09:36:00,TRUE,FALSE,Closed,1
SR300002374,JIO10035394,Andhra Pradesh & Telangana,AP,Wireless,Network,Slow data,WhatsApp,2026-08-17 00:00:00,3,13.7,2026-08-30 16:48:00,TRUE,FALSE,Closed,3
SR300003113,JIO10045214,Himachal Pradesh,HP,Wireless,Network,Slow data,MyJio app,2026-03-14 00:00:00,3,0.3,2026-03-14 07:12:00,FALSE,FALSE,Closed,5
SR300004101,JIO10048902,Jammu & Kashmir,JK,Wireless,Billing,Recharge not credited,MyJio app,2026-03-25 00:00:00,5,4,2026-03-29 00:00:00,FALSE,TRUE,Closed,2
SR300008081,JIO10006520,Uttar Pradesh East,UPE,Wireless,Network,Slow data,MyJio app,2026-04-10 00:00:00,3,1,2026-04-11 00:00:00,FALSE,FALSE,Closed,5
SR300009670,JIO10021634,Bihar & Jharkhand,BH,Wireless,Service,Port-out enquiry,Retail store,2026-03-14 00:00:00,4,7.1,2026-03-21 02:24:00,TRUE,FALSE,Closed,5
SR300005341,JIO10025094,Jammu & Kashmir,JK,JioAirFiber,Provisioning,Relocation pending,MyJio app,2026-06-15 00:00:00,7,39,2026-07-24 00:00:00,TRUE,FALSE,Closed,3
SR300007481,JIO10011934,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,MyJio app,2026-05-22 00:00:00,3,4.8,2026-05-26 19:12:00,TRUE,FALSE,Closed,1
SR300002123,JIO10056275,West Bengal,WB,Wireless,Billing,Plan mismatch,MyJio app,2026-03-26 00:00:00,5,1.1,2026-03-27 02:24:00,FALSE,FALSE,Closed,2
SR300001132,JIO10046794,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,Web,2026-04-29 00:00:00,5,2.7,2026-05-01 16:48:00,FALSE,FALSE,Closed,5
SR300010780,JIO10012768,Karnataka,KA,JioAirFiber,Device,Router fault,Retail store,2026-06-14 00:00:00,4,4.1,2026-06-18 02:24:00,TRUE,FALSE,Closed,4
SR300000321,JIO10052424,Maharashtra & Goa,MH,Wireless,Network,No coverage,MyJio app,2026-07-12 00:00:00,3,2.9,2026-07-14 21:36:00,FALSE,FALSE,Closed,5
SR300014137,JIO10035191,Kolkata,KO,JioAirFiber,Provisioning,Installation delay,Web,2026-07-22 00:00:00,7,7.9,2026-07-29 21:36:00,TRUE,TRUE,Closed,1
SR300013171,JIO10020502,Karnataka,KA,Wireless,Network,5G not available,MyJio app,2026-05-06 00:00:00,3,2.4,2026-05-08 09:36:00,FALSE,FALSE,Closed,1
SR300002935,JIO10047715,Mumbai,MU,JioAirFiber,Provisioning,Installation delay,WhatsApp,2026-07-18 00:00:00,7,16.6,2026-08-03 14:24:00,TRUE,FALSE,Closed,2
SR300010326,JIO10031823,Delhi NCR,DL,Wireless,Billing,Plan mismatch,MyJio app,2026-07-09 00:00:00,5,,,TRUE,FALSE,Open,
SR300004572,JIO10037885,Andhra Pradesh & Telangana,AP,Wireless,Network,Slow data,Call centre,2026-04-03 00:00:00,3,2.4,2026-04-05 09:36:00,FALSE,FALSE,Closed,4
SR300011968,JIO10011964,Delhi NCR,DL,Wireless,Device,eSIM activation,Retail store,2026-06-12 00:00:00,4,6.5,2026-06-18 12:00:00,TRUE,FALSE,Closed,2
SR300009480,JIO10037723,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,Web,2026-08-11 00:00:00,3,7.5,2026-08-18 12:00:00,TRUE,FALSE,Closed,4
SR300007938,JIO10011724,Andhra Pradesh & Telangana,AP,Wireless,Network,Call drop,Web,2026-07-11 00:00:00,3,0.4,2026-07-11 09:36:00,FALSE,FALSE,Closed,1
SR300012254,JIO10055627,Delhi NCR,DL,Wireless,Service,Port-out enquiry,MyJio app,2026-04-07 00:00:00,4,2.5,2026-04-09 12:00:00,FALSE,FALSE,Closed,5
SR300006806,JIO10043264,West Bengal,WB,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-07-15 00:00:00,7,20.8,2026-08-04 19:12:00,TRUE,FALSE,Closed,1
SR300003585,JIO10054964,Uttar Pradesh East,UPE,Wireless,Billing,Plan mismatch,MyJio app,2026-03-18 00:00:00,5,3.8,2026-03-21 19:12:00,FALSE,TRUE,Closed,1
SR300009451,JIO10035966,Tamil Nadu,TN,Wireless,Network,Slow data,Call centre,2026-05-01 00:00:00,3,1.6,2026-05-02 14:24:00,FALSE,FALSE,Closed,3
SR300000830,JIO10024945,Punjab,PB,Wireless,Service,Port-out enquiry,MyJio app,2026-05-19 00:00:00,4,3.6,2026-05-22 14:24:00,FALSE,FALSE,Closed,3
SR300013728,JIO10021435,Kolkata,KO,JioAirFiber,Provisioning,Installation delay,Retail store,2026-06-16 00:00:00,7,19.3,2026-07-05 07:12:00,TRUE,FALSE,Closed,2
SR300010880,JIO10015551,Uttar Pradesh East,UPE,Wireless,Network,Slow data,Call centre,2026-05-13 00:00:00,3,1.4,2026-05-14 09:36:00,FALSE,FALSE,Closed,5
SR300009481,JIO10042758,Kerala,KL,Wireless,Network,Call drop,MyJio app,2026-08-02 00:00:00,3,3.1,2026-08-05 02:24:00,TRUE,FALSE,Closed,1
SR300000142,JIO10007006,Rajasthan,RJ,Wireless,Billing,Recharge not credited,Call centre,2026-04-09 00:00:00,5,3.1,2026-04-12 02:24:00,FALSE,FALSE,Closed,4
SR300006316,JIO10012346,Andhra Pradesh & Telangana,AP,Wireless,Service,Value added service,MyJio app,2026-04-23 00:00:00,4,2.2,2026-04-25 04:48:00,FALSE,FALSE,Closed,4
SR300000646,JIO10012950,Uttar Pradesh West,UPW,Wireless,Network,5G not available,MyJio app,2026-07-14 00:00:00,3,4.2,2026-07-18 04:48:00,TRUE,FALSE,Closed,2
SR300012011,JIO10064707,Gujarat,GJ,Wireless,Network,No coverage,WhatsApp,2026-05-23 00:00:00,3,6.6,2026-05-29 14:24:00,TRUE,FALSE,Closed,1
SR300012107,JIO10045527,Rajasthan,RJ,Wireless,Network,Call drop,MyJio app,2026-08-02 00:00:00,3,8.2,2026-08-10 04:48:00,TRUE,FALSE,Closed,1
SR300008554,JIO10037653,West Bengal,WB,Wireless,Network,No coverage,MyJio app,2026-04-07 00:00:00,3,8.2,2026-04-15 04:48:00,TRUE,FALSE,Closed,5
SR300009709,JIO10037333,Karnataka,KA,Wireless,Service,Plan change request,MyJio app,2026-07-11 00:00:00,4,9.6,2026-07-20 14:24:00,TRUE,FALSE,Closed,3
SR300011455,JIO10050748,Uttar Pradesh East,UPE,Wireless,Billing,Refund pending,WhatsApp,2026-03-28 00:00:00,5,4.1,2026-04-01 02:24:00,FALSE,FALSE,Closed,1
SR300001964,JIO10062995,Uttar Pradesh East,UPE,Wireless,Device,SIM replacement,Call centre,2026-06-24 00:00:00,4,,,TRUE,TRUE,Open,
SR300008928,JIO10013569,Maharashtra & Goa,MH,Wireless,Billing,Refund pending,MyJio app,2026-05-11 00:00:00,5,4.2,2026-05-15 04:48:00,FALSE,FALSE,Closed,2
SR300005893,JIO10044406,Odisha,OR,Wireless,Service,Port-out enquiry,Call centre,2026-08-15 00:00:00,4,9.1,2026-08-24 02:24:00,TRUE,FALSE,Closed,5
SR300007803,JIO10007816,Punjab,PB,JioFiber,Provisioning,Relocation pending,Call centre,2026-07-12 00:00:00,7,4.7,2026-07-16 16:48:00,FALSE,FALSE,Closed,1
SR300000845,JIO10027616,Gujarat,GJ,Wireless,Service,Plan change request,MyJio app,2026-05-22 00:00:00,4,11.2,2026-06-02 04:48:00,TRUE,FALSE,Closed,3
SR300009567,JIO10006173,Bihar & Jharkhand,BH,JioAirFiber,Device,Router fault,Retail store,2026-07-24 00:00:00,4,5.3,2026-07-29 07:12:00,TRUE,FALSE,Closed,4
SR300012190,JIO10029695,Andhra Pradesh & Telangana,AP,Wireless,Device,eSIM activation,Call centre,2026-07-16 00:00:00,4,4.5,2026-07-20 12:00:00,TRUE,FALSE,Closed,3
SR300007473,JIO10008777,Tamil Nadu,TN,Wireless,Network,5G not available,Call centre,2026-04-13 00:00:00,3,,,TRUE,FALSE,Open,
SR300006907,JIO10010768,West Bengal,WB,JioAirFiber,Provisioning,Installation delay,Retail store,2026-07-31 00:00:00,7,1.5,2026-08-01 12:00:00,FALSE,FALSE,Closed,2
SR300002779,JIO10040416,Uttar Pradesh East,UPE,Wireless,Network,No coverage,MyJio app,2026-07-08 00:00:00,3,4.3,2026-07-12 07:12:00,TRUE,TRUE,Closed,3
SR300004635,JIO10001400,Maharashtra & Goa,MH,JioAirFiber,Provisioning,Installation delay,WhatsApp,2026-04-14 00:00:00,7,31.9,2026-05-15 21:36:00,TRUE,FALSE,Closed,4
SR300011401,JIO10058129,Tamil Nadu,TN,Wireless,Billing,Plan mismatch,Retail store,2026-07-09 00:00:00,5,2.3,2026-07-11 07:12:00,FALSE,FALSE,Closed,5
SR300011723,JIO10062064,Punjab,PB,JioFiber,Device,Router fault,MyJio app,2026-07-23 00:00:00,4,5,2026-07-28 00:00:00,TRUE,FALSE,Closed,4
SR300008167,JIO10061664,West Bengal,WB,Wireless,Network,5G not available,Call centre,2026-07-01 00:00:00,3,3.2,2026-07-04 04:48:00,TRUE,FALSE,Closed,2
SR300001608,JIO10044664,Andhra Pradesh & Telangana,AP,Wireless,Network,Call drop,Retail store,2026-08-08 00:00:00,3,5.8,2026-08-13 19:12:00,TRUE,FALSE,Closed,2
SR300002600,JIO10063229,Uttar Pradesh East,UPE,JioFiber,Provisioning,Engineer no-show,Call centre,2026-04-07 00:00:00,7,18.5,2026-04-25 12:00:00,TRUE,FALSE,Closed,2
SR300001227,JIO10018519,Maharashtra & Goa,MH,Wireless,Network,No coverage,Retail store,2026-08-06 00:00:00,3,2.9,2026-08-08 21:36:00,FALSE,TRUE,Closed,4
SR300009215,JIO10054019,Rajasthan,RJ,Wireless,Network,No coverage,Retail store,2026-08-19 00:00:00,3,4.1,2026-08-23 02:24:00,TRUE,FALSE,Closed,2
SR300010289,JIO10036326,Tamil Nadu,TN,Wireless,Service,Plan change request,Call centre,2026-05-07 00:00:00,4,7.7,2026-05-14 16:48:00,TRUE,TRUE,Closed,4
SR300011287,JIO10049082,Uttar Pradesh East,UPE,JioFiber,Provisioning,Installation delay,Call centre,2026-03-15 00:00:00,7,7.4,2026-03-22 09:36:00,TRUE,FALSE,Closed,4
SR300012953,JIO10001500,Tamil Nadu,TN,Wireless,Network,No coverage,Web,2026-05-08 00:00:00,3,1.3,2026-05-09 07:12:00,FALSE,TRUE,Closed,1
SR300004462,JIO10018254,Bihar & Jharkhand,BH,Wireless,Network,No coverage,Retail store,2026-03-17 00:00:00,3,,,TRUE,TRUE,Open,
SR300008726,JIO10030074,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Plan mismatch,MyJio app,2026-06-14 00:00:00,5,1.8,2026-06-15 19:12:00,FALSE,FALSE,Closed,1
